Canal;Transportadora;UF Origem;Centro;Cli - Nome;NFe;NFe - Dt E;    NFe - Vlr;Cli - Cidade;UF Destino;Resp.Agend;Ocorrências;Prev. Entr;Dt .Agenda;Status;Cli -  Age;Nº Documen
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;SPAR CONSORCIO;000371482-10;31.12.2024;1.858,17;Barueri;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788024
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;SPAR CONSORCIO;000371483-10;31.12.2024;9.290,87;Barueri;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788026
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;SPAR CONSORCIO;000371484-10;31.12.2024;3.716,35;Barueri;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788028
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371485-10;31.12.2024;12.379,95;Contagem;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788030
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371486-10;31.12.2024;45.479,94;São Carlos;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788032
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371487-10;31.12.2024;63.671,98;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788034
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIAR C. DE E.-E. E SERVICOS LTDA;000371488-10;31.12.2024;78.466,01;Frutal;MG;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12788036
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;FRIOMINAS MAQUINAS REPRES LTDA;000371489-10;31.12.2024;6.315,43;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788038
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371490-10;31.12.2024;44.850,03;Fartura;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788039
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371491-10;31.12.2024;54.576,01;Rio das Pedras;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788063
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371492-10;31.12.2024;72.768,01;Uberlândia;MG;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788072
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371493-10;31.12.2024;45.479,94;São Carlos;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788082
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371494-10;31.12.2024;54.576,01;Bastos;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788093
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGAÇÃO CRISTÃ NO BRASIL;000371496-10;31.12.2024;35.880,02;Santa Isabel;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788119
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371497-10;31.12.2024;26.724,01;Ourinhos;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788129
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGAÇÃO CRISTÃ NO BRASIL;000371498-10;31.12.2024;35.631,99;Araraquara;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788140
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;GALINHO REFRIGERACAO C. IMP. LTDA;000371499-10;31.12.2024;78.612,72;São Paulo;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;29.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788150
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;FRIGELAR COMERCIO E INDUSTRIA LTDA;000371500-10;31.12.2024;14.500,96;Vila Velha;ES;Grupo B;900-EMISSÃO DE NOTA FISCAL;27.01.2025;27.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788151
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DUZZI CLIMATIZACAO E REFRIG. LTDA;000371509-10;31.12.2024;93.349,40;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788289
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;TOTAL FOZ-COM DE AR C. LTDA;000371510-10;31.12.2024;25.156,67;Foz do Iguaçu;PR;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788295
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DUZZI CLIMATIZACAO E REFRIG. LTDA;000371511-10;31.12.2024;10.082,32;Cuiabá;MT;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788299
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DUZZI CLIMATIZACAO E REFRIG. LTDA;000371512-10;31.12.2024;68.613,82;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788302
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EDITORA E DISTRIB. EDUCACIONAL S/A;000371513-10;31.12.2024;10.924,36;Bandeirantes;PR;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788305
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000371514-10;31.12.2024;6.554,58;Porto Alegre;RS;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788309
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371515-10;31.12.2024;36.129,80;Campo Mourão;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788313
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;VIXBOT SOLUCOES EM INF. LTDA;000371516-10;31.12.2024;105.830,21;Vitória;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788316
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LA FLEUR II EMPR. IMOB. SPE LTDA;000371517-10;31.12.2024;261.581,47;Abreu e Lima;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788320
11 - Retail;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DELTASUL UTILIDADES LTDA;000371518-10;31.12.2024;147.935,86;Santa Cruz do Sul;RS;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;29.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12788323
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371519-10;31.12.2024;34.415,50;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788343
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;REFRIGERACAO DUFRIO COM E IMP S/A;000017025-35;31.12.2024;14.912,63;Guarulhos;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12788344
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EMPREEND. FARMAC. GLOBO LTDA;000371520-10;31.12.2024;8.600,01;Pinheiro;MA;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788345
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371521-10;31.12.2024;35.631,99;Cianorte;PR;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788346
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371522-10;31.12.2024;26.723,99;Pérola;PR;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788348
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371523-10;31.12.2024;35.631,99;Pérola;PR;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788349
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGACAO CRISTA NO BRASIL;000371524-10;31.12.2024;72.767,97;Monte Alto;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788350
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000371525-10;31.12.2024;8.424,10;Campinas;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788354
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ALVORADA C. DE PROD. AGROP. LTDA;000371526-10;31.12.2024;26.040,02;Uberlândia;MG;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788357
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;REFRIAR REFRIGERAÇÃO EIRELI ME;000371527-10;31.12.2024;31.562,46;Limeira;SP;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788361
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ASSUPERO ENSINO SUPERIOR LTDA;000371528-10;31.12.2024;17.058,00;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788365
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;MARCOS PAULO BATTISTINI;000371529-10;31.12.2024;15.606,18;São Paulo;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788370
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;PITAGORAS - SISTEMA ED SUP SOC LTDA;000371530-10;31.12.2024;18.954,17;Bacabal;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788371
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EMPREEND. FARMAC. GLOBO LTDA;000371531-10;31.12.2024;10.810,93;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788372
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ORME SERVICOS EDUCACIONAIS LTDA;000371532-10;31.12.2024;9.478,55;Poços de Caldas;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788374
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EDMARCAS REFRIGERACAO COM. LTDA;000371533-10;31.12.2024;17.083,04;São Paulo;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788375
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ORME SERVIÇOS EDUCACIONAIS LTDA;000371534-10;31.12.2024;11.583,61;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788376
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000371535-10;31.12.2024;3.159,51;Sertãozinho;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788377
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000371536-10;31.12.2024;6.319,03;Itapetininga;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788378
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANHANGUERA ED. PARTICIPACOES S/A;000371537-10;31.12.2024;6.318,08;Itapetininga;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788379
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;DUZZI CLIMATIZACAO E REFRIG. LTDA;000017026-35;31.12.2024;1.475,00;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788380
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ECOENERGY SOL. ENERGETICAS LTDA;000371538-10;31.12.2024;221.938,58;Serra;ES;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;31.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788383
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DUZZI CLIMATIZACAO E REFRIG. LTDA;000371539-10;31.12.2024;43.918,51;Cuiabá;MT;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;21.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788387
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORDAP C. DE E. E P. P. CLIMAT. LTD;000371540-10;31.12.2024;13.709,10;Recife;PE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788391
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;FRIOMINAS MAQUINAS REPRES LTDA;000371541-10;31.12.2024;25.261,68;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788395
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371542-10;31.12.2024;29.351,83;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788399
11 - Retail;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LOJAS SIPOLATTI COM. E SERV. LTDA;000371543-10;31.12.2024;2.094,19;Viana;ES;Grupo B;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;03-AGUARDANDO RETORNO CLIENTE - 1° AGENDA; X;12788402
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371544-10;31.12.2024;24.150,41;Belém;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788436
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000371545-10;31.12.2024;13.682,12;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788439
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000371546-10;31.12.2024;7.741,14;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788443
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371547-10;31.12.2024;35.504,92;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788447
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371548-10;31.12.2024;35.504,92;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788452
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371549-10;31.12.2024;19.471,01;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788456
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371550-10;31.12.2024;13.491,76;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788462
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DELE E DELA DISTRIBUIDORA LTDA;000371551-10;31.12.2024;3.397,29;Castanhal;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788465
11 - Retail;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CARAJAS MAT. DE CONSTRUCAO LTDA;000371552-10;31.12.2024;98.410,29;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788469
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371553-10;31.12.2024;27.094,05;Belém;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788472
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371554-10;31.12.2024;44.464,67;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788473
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371555-10;31.12.2024;18.104,57;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788474
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371556-10;31.12.2024;5.806,22;Belém;PA;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788475
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000371557-10;31.12.2024;7.630,55;Teresina;PI;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788476
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371558-10;31.12.2024;48.774,43;São Luís;MA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788477
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371559-10;31.12.2024;32.516,30;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788478
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371560-10;31.12.2024;28.732,32;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788479
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;IMPERADOR DAS MAQUINAS LTDA;000017027-35;31.12.2024;964,97;Belém;PA;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788480
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;NORTE REFRIGERACAO LTDA;000017028-35;31.12.2024;1.192,69;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788481
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;NORTE REFRIGERACAO LTDA;000017029-35;31.12.2024;1.788,86;São Luís;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788482
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EMPR. FARMACEUTICOS GLOBO LTDA;000371561-10;31.12.2024;8.880,00;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788483
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;EMPREEND. FARMAC. GLOBO LTDA;000371562-10;31.12.2024;8.793,75;Piripiri;PI;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788484
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LOJAS AVENIDA S/A;000371563-10;31.12.2024;6.080,62;Alenquer;PA;;900-EMISSÃO DE NOTA FISCAL;27.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788485
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;PITAGORAS S. DE ED. SUP. SOC. S/A;000371564-10;31.12.2024;9.478,56;Codó;MA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788486
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371565-10;31.12.2024;33.465,86;São Luís;MA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788487
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371566-10;31.12.2024;9.284,37;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788488
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371567-10;31.12.2024;11.910,08;Belém;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788489
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371568-10;31.12.2024;6.189,58;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788490
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371569-10;31.12.2024;19.567,88;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788491
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371570-10;31.12.2024;11.766,55;Belém;PA;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788492
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;NORTE REFRIGERACAO LTDA;000371571-10;31.12.2024;11.766,65;São Luís;MA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12788493
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IMPERADOR DAS MAQUINAS LTDA;000371572-10;31.12.2024;1.494,62;Belém;PA;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;30.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12788494
